"STATION","NAME","DATE","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-22","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-23","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-24","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-25","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-26","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-27","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-28","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-29","24"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-30","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-03-31","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-01","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-02","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-03","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-04","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-05","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-06","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-07","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-08","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-09","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-10","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-11","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-12","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-13","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-14","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-15","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-16","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-17","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-18","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-19","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-20","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-21","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-22","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-23","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-24","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-25","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-26","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-27","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-28","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-29","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-04-30","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-01","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-02","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-03","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-04","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-05","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-06","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-07","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-08","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-09","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-10","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-11","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-12","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-13","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-14","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-15","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-16","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-17","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-18","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-19","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-20","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-21","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-22","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-23","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-24","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-25","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-26","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-27","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-28","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-29","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-30","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-05-31","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-01","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-02","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-03","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-04","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-05","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-06","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-07","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-08","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-09","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-10","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-11","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-12","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-13","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-14","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-15","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-16","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-17","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-18","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-19","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-20","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-21","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-22","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-23","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-24","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-25","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-26","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-27","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-28","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-29","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-30","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-01","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-02","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-03","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-04","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-05","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-06","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-07","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-08","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-09","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-10","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-11","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-12","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-13","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-14","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-15","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-16","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-17","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-18","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-19","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-20","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-21","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-22","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-23","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-24","79"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-25","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-26","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-27","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-28","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-29","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-30","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-31","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-01","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-02","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-03","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-04","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-05","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-06","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-07","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-08","79"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-09","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-10","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-11","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-12","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-13","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-14","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-15","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-16","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-17","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-18","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-19","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-20","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-21","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-22","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-23","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-24","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-25","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-26","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-27","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-28","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-29","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-30","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-31","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-01","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-02","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-03","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-04","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-05","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-06","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-07","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-08","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-09","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-10","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-11","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-12","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-13","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-14","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-15","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-16","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-17","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-18","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-19","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-20","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-21","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-22","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-23","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-24","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-25","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-26","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-27","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-28","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-29","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-30","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-01","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-02","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-03","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-04","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-05","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-06","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-07","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-08","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-09","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-10","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-11","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-12","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-13","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-14","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-15","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-16","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-17","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-18","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-19","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-20","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-21","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-22","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-23","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-24","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-25","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-26","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-27","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-28","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-29","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-30","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-31","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-01","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-02","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-03","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-04","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-05","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-06","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-07","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-08","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-09","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-10","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-11","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-12","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-13","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-14","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-15","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-16","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-17","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-18","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-19","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-20","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-21","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-22","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-23","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-24","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-25","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-26","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-27","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-28","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-29","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-30","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-01","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-02","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-03","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-04","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-05","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-06","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-07","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-08","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-09","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-10","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-11","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-12","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-13","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-14","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-15","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-16","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-17","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-18","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-19","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-20","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-21","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-22","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-23","8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-24","7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-25","14"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-26","18"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-27","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-28","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-29","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-30","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-31","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-01","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-02","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-03","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-04","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-05","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-06","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-07","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-08","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-09","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-10","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-11","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-12","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-13","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-14","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-15","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-16","28"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-17","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-18","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-19","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-20","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-21","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-22","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-23","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-24","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-25","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-26","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-27","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-28","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-29","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-30","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-31","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-01","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-02","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-03","11"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-04","3"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-05","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-06","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-07","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-08","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-09","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-10","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-11","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-12","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-13","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-14","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-15","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-16","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-17","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-18","27"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-19","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-20","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-21","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-22","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-23","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-24","25"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-25","23"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-26","30"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-27","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-28","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-01","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-02","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-03","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-04","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-05","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-06","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-07","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-08","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-09","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-10","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-11","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-12","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-13","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-14","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-15","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-16","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-17","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-18","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-19","29"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-20","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-21","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-22","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-23","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-24","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-25","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-26","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-27","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-28","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-29","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-30","31"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-31","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-01","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-02","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-03","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-04","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-05","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-06","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-07","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-08","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-09","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-10","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-11","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-12","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-13","67"
